2025-09-17,34057.24,Client Payment,income,maintenance
2025-12-25,4288.33,Utility Bill,expense,software
2025-10-30,5135.89,Maintenance Cost,expense,training
2025-07-18,23927.23,Client Payment,income,maintenance
2025-07-15,4871.96,Travel Expense,expense,maintenance
2025-11-30,36413.55,Marketing Expense,expense,maintenance
2025-10-03,15205.33,Marketing Expense,income,training
2025-11-16,47360.78,Training Income,expense,utilities
2025-12-11,11501.44,Office Supplies,income,operations
2025-10-03,17559.83,Training Income,income,operations
2025-12-17,7642.36,Software Subscription,expense,travel
2026-01-16,44215.93,Utility Bill,income,sales
2025-09-24,48549.4,Travel Expense,income,sales
2025-10-16,18735.74,Marketing Expense,expense,travel
2025-10-29,21616.93,Office Supplies,expense,training
2025-10-06,24832.05,Product Sale,income,sales
2025-12-13,23518.99,Consulting Fee,expense,maintenance
2025-08-29,39071.09,Consulting Fee,income,utilities
2025-11-16,39390.78,Training Income,income,marketing
2025-11-13,26953.16,Client Payment,income,sales
2025-10-15,23714.19,Product Sale,income,operations
2025-10-21,3173.77,Utility Bill,income,sales
2025-12-30,395.35,Consulting Fee,expense,travel
2025-10-07,2289.26,Marketing Expense,expense,software
2025-10-25,362.89,Marketing Expense,expense,utilities
2026-01-15,48989.93,Consulting Fee,income,software
2025-12-27,30583.26,Utility Bill,income,marketing
2025-09-16,808.56,Product Sale,expense,operations
2025-08-19,49952.33,Travel Expense,expense,sales
2025-08-05,28726.97,Training Income,income,sales
2026-01-08,4826.46,Consulting Fee,expense,training
2025-09-13,27403.32,Consulting Fee,income,maintenance
2025-08-20,14144.59,Maintenance Cost,income,sales
2025-10-22,9167.04,Office Supplies,expense,operations
2026-01-18,16755.55,Utility Bill,expense,marketing
2025-09-06,15757.9,Maintenance Cost,income,maintenance
2025-10-03,33969.13,Client Payment,expense,training
2025-12-12,15360.9,Software Subscription,income,operations
2025-12-31,46105.38,Consulting Fee,expense,training
2025-10-02,15754.43,Maintenance Cost,income,training
2025-09-07,24690.07,Office Supplies,expense,operations
2025-08-02,33211.58,Product Sale,expense,maintenance
2025-07-15,15494.48,Office Supplies,expense,travel
2025-08-04,12576.61,Marketing Expense,income,training
2026-01-11,47962.15,Utility Bill,income,operations
2026-01-07,35419.42,Marketing Expense,income,operations
2025-10-07,29082.26,Utility Bill,expense,maintenance
2025-07-29,35645.42,Utility Bill,expense,sales
2025-07-06,42597.13,Marketing Expense,expense,utilities
2025-08-07,1104.74,Maintenance Cost,expense,marketing
2025-08-20,20313.47,Marketing Expense,income,operations
2025-11-13,23882.57,Utility Bill,expense,marketing
2025-11-04,16788.89,Office Supplies,income,maintenance
2025-07-05,34052.53,Marketing Expense,income,travel
2025-10-16,39889.79,Utility Bill,expense,utilities
2025-12-11,35911.97,Marketing Expense,expense,marketing
2025-08-14,21623.72,Marketing Expense,income,maintenance
2025-10-15,4920.31,Client Payment,expense,operations
2025-08-04,41726.71,Marketing Expense,expense,utilities
2025-07-26,23518.03,Maintenance Cost,expense,marketing
2025-11-30,33098.29,Training Income,expense,maintenance
2025-08-26,34481.56,Maintenance Cost,expense,training
2025-07-17,43693.95,Software Subscription,expense,operations
2025-12-15,3338.06,Consulting Fee,expense,software
2025-09-30,25076.07,Maintenance Cost,income,operations
2025-10-27,23800.83,Marketing Expense,expense,training
2025-09-11,19611.84,Marketing Expense,income,sales
2025-10-24,20959.13,Software Subscription,income,marketing
2025-12-03,10210.69,Utility Bill,income,operations
2025-12-25,42495.18,Software Subscription,expense,sales
2025-12-31,2528.98,Software Subscription,income,sales
2025-09-03,140.89,Travel Expense,income,software
2025-09-02,28634.25,Product Sale,income,marketing
2025-11-21,49105.33,Training Income,income,software
2025-12-21,8622.83,Utility Bill,expense,sales
2025-10-14,34998.81,Consulting Fee,income,operations
2025-08-28,29980.44,Utility Bill,expense,sales
2025-11-26,13086.2,Travel Expense,income,travel
2025-12-31,48039.91,Training Income,expense,utilities
2025-09-28,3281.98,Consulting Fee,income,travel
2025-09-02,35241.93,Maintenance Cost,income,maintenance
2025-08-04,46165.3,Travel Expense,income,maintenance
2025-12-11,8520.56,Office Supplies,income,software
2025-07-06,23369.96,Travel Expense,income,utilities
2025-08-15,12604.21,Travel Expense,income,travel
2025-10-01,19577.78,Product Sale,expense,training
2025-12-30,1267.7,Client Payment,income,travel
2025-08-27,24804.29,Training Income,expense,marketing
2025-07-13,35835.84,Software Subscription,expense,maintenance
2026-01-08,36159.73,Software Subscription,income,marketing
2025-09-09,2739.11,Product Sale,expense,software
2025-08-25,47260.98,Maintenance Cost,expense,operations
2025-09-16,32186.12,Product Sale,income,maintenance
2025-12-27,14259.95,Consulting Fee,income,software
2025-07-27,8224.75,Client Payment,expense,training
2025-08-30,28081.61,Maintenance Cost,income,operations
2025-11-11,897.97,Product Sale,expense,utilities
2025-12-01,27865.61,Client Payment,expense,maintenance
2025-08-28,4773.53,Client Payment,expense,utilities
2025-07-20,21087.77,Maintenance Cost,expense,travel
2025-09-24,18869.81,Utility Bill,income,operations
2025-11-07,23773.89,Training Income,income,utilities
2025-12-16,12513.86,Utility Bill,expense,training
2025-11-06,14589.52,Product Sale,income,utilities
2025-12-11,44573.31,Marketing Expense,income,travel
2025-11-26,21668.42,Maintenance Cost,income,marketing
2025-12-25,37838.87,Training Income,income,marketing
2025-11-10,29260.03,Software Subscription,expense,sales
2025-08-26,19295.65,Training Income,expense,training
2025-09-06,26997.26,Utility Bill,income,marketing
2025-11-13,34207.08,Travel Expense,income,maintenance
2025-12-04,16528.38,Utility Bill,expense,operations
2025-09-03,47949.82,Product Sale,income,operations
2025-11-21,4539.53,Consulting Fee,expense,operations
2026-01-15,40189.8,Marketing Expense,income,marketing
2025-09-22,6444.16,Office Supplies,expense,maintenance
2025-07-18,9694.94,Office Supplies,expense,software
2025-07-30,8249.28,Office Supplies,income,travel
2025-08-06,45702.89,Maintenance Cost,income,marketing
2025-11-29,47589.83,Software Subscription,income,operations
2025-09-29,15521.43,Training Income,expense,training
2025-10-26,11199.33,Office Supplies,expense,maintenance
2025-11-01,28611.58,Utility Bill,expense,marketing
2025-11-24,38849.04,Office Supplies,income,maintenance
2025-08-25,4161.98,Product Sale,income,software
2025-09-29,38479.5,Training Income,income,maintenance
2025-11-24,27572.56,Software Subscription,expense,travel
2025-08-20,33485.9,Client Payment,income,utilities
2026-01-05,22205.73,Utility Bill,income,travel
2025-12-09,16146.83,Consulting Fee,expense,marketing
2025-12-23,5838.7,Consulting Fee,expense,software
2025-07-06,4789.22,Software Subscription,expense,software
2025-12-16,8989.29,Marketing Expense,income,utilities
2026-01-01,38357.71,Utility Bill,expense,marketing
2025-12-12,37490.98,Client Payment,expense,maintenance
2025-07-17,1988.17,Maintenance Cost,expense,travel
2025-09-10,47509.19,Consulting Fee,expense,operations
2025-09-17,43725.23,Client Payment,income,marketing
2025-10-07,789.16,Utility Bill,income,sales
2025-12-08,10116.43,Software Subscription,expense,sales
2026-01-15,42262.41,Software Subscription,income,operations
2025-08-13,45564.5,Travel Expense,income,sales
2025-10-14,14989.9,Training Income,expense,travel
2025-12-17,22764.66,Office Supplies,income,training
2025-10-14,28489.37,Marketing Expense,expense,travel
2025-08-21,28457.08,Travel Expense,expense,utilities
2025-08-05,21768.11,Training Income,income,utilities
2025-11-11,36896.04,Travel Expense,income,operations
2025-09-17,38849.68,Product Sale,income,operations
2025-12-29,1445.35,Maintenance Cost,income,utilities
2025-08-11,15478.35,Maintenance Cost,expense,training
2025-12-24,19694.91,Utility Bill,expense,travel
2026-01-04,14036.24,Maintenance Cost,income,maintenance
2025-12-03,17042.78,Consulting Fee,income,operations
2025-11-30,39825.47,Marketing Expense,income,software
2025-10-11,19427.57,Training Income,income,travel
2025-10-14,4068.17,Product Sale,expense,software
2025-12-30,22952,Training Income,expense,utilities
2025-10-25,25538.3,Client Payment,expense,travel
2026-01-07,49072.43,Marketing Expense,income,sales
2025-07-07,29411.86,Utility Bill,expense,training
2025-07-07,28070.72,Travel Expense,expense,travel
2025-11-24,35496.66,Product Sale,income,operations
2025-12-23,46815.54,Consulting Fee,income,software
2025-09-02,14938.23,Client Payment,expense,maintenance
2025-09-06,40482.68,Consulting Fee,expense,travel
2025-12-05,42293.96,Client Payment,income,sales
2025-11-29,45151.62,Travel Expense,expense,software
2025-07-14,8911.93,Consulting Fee,income,marketing
2026-01-13,28466.04,Office Supplies,expense,sales
2025-11-04,1110.65,Office Supplies,income,operations
2025-08-26,48558.86,Maintenance Cost,income,software
2025-09-18,31792.73,Travel Expense,expense,operations
2025-09-02,33002.53,Product Sale,expense,utilities
2025-08-12,41727.33,Maintenance Cost,expense,operations
2026-01-01,17248.41,Office Supplies,income,sales
2025-09-29,39833.41,Client Payment,income,training
2025-10-01,38290.6,Software Subscription,expense,marketing
2025-07-15,22162.29,Client Payment,expense,sales
2025-07-12,15465.47,Office Supplies,income,maintenance
2025-10-22,45431.12,Marketing Expense,expense,marketing
2025-07-24,43666.95,Software Subscription,income,training
2025-11-03,49607.23,Travel Expense,expense,travel
2025-10-19,29285.3,Training Income,expense,software
2025-12-28,14903.78,Training Income,expense,software
2025-12-22,39769.83,Training Income,expense,sales
2025-08-30,48716.53,Product Sale,income,operations
2025-07-05,49094.28,Travel Expense,expense,utilities
2025-08-31,15403.76,Utility Bill,expense,maintenance
2026-01-07,10534.46,Software Subscription,income,maintenance
2025-11-13,24513.62,Office Supplies,expense,software
2025-10-18,1603.29,Product Sale,income,sales
2025-11-25,20835.2,Maintenance Cost,income,utilities
2025-07-17,32280.47,Training Income,income,operations
2025-11-03,31124.99,Software Subscription,expense,training
2025-10-20,14117.82,Product Sale,expense,utilities
2025-11-15,11973.1,Software Subscription,income,operations
2025-12-26,22717.96,Travel Expense,expense,marketing
2026-01-05,19419.04,Client Payment,income,sales
2025-09-11,11166.74,Marketing Expense,expense,training
2025-10-01,18865.63,Utility Bill,income,operations
2025-11-17,35778.48,Consulting Fee,income,maintenance
2025-07-22,3734.11,Travel Expense,expense,utilities
2025-07-31,5385.7,Client Payment,expense,software
2026-01-17,22966.54,Consulting Fee,expense,marketing
2025-08-07,25917.76,Travel Expense,expense,utilities
2025-09-10,8814.58,Training Income,expense,maintenance
2025-12-24,19341.37,Software Subscription,expense,operations
2025-07-23,26648.87,Software Subscription,income,software
2025-10-23,22128.44,Training Income,income,travel
2025-10-24,21379.6,Client Payment,income,operations
2025-11-28,24352.34,Consulting Fee,income,training
2025-11-03,12573.56,Utility Bill,income,marketing
2025-09-13,18549.51,Product Sale,income,utilities
2025-09-24,8618.44,Product Sale,expense,utilities
2025-09-15,45727.05,Travel Expense,expense,sales
2025-11-19,22958.33,Consulting Fee,income,software
2025-12-21,35654.73,Travel Expense,income,operations
2025-08-08,32159.73,Product Sale,expense,maintenance
2025-09-02,35931.74,Maintenance Cost,expense,utilities
2025-07-31,15970.05,Maintenance Cost,income,software
2025-10-07,47580.31,Travel Expense,income,utilities
2025-10-12,41908.42,Product Sale,income,operations
2025-07-09,29240.18,Software Subscription,expense,maintenance
2025-11-04,28597.83,Software Subscription,expense,training
2025-11-30,4632.4,Travel Expense,income,operations
2025-07-15,1292.05,Utility Bill,income,sales
2026-01-08,27833.32,Product Sale,income,utilities
2025-11-06,44725.96,Product Sale,income,operations
2025-11-16,5796.47,Marketing Expense,expense,operations
2025-11-16,29752.59,Maintenance Cost,income,utilities
2025-09-08,49760.72,Marketing Expense,income,operations
2025-07-23,2651.38,Office Supplies,income,software
2025-07-20,35437.39,Office Supplies,income,travel
2025-10-07,26652.57,Maintenance Cost,expense,training
2025-07-06,45864.4,Travel Expense,expense,travel
2025-07-28,18098.32,Training Income,expense,operations
2025-07-28,12054.07,Product Sale,expense,software
2025-08-19,40452.06,Maintenance Cost,expense,software
2025-09-30,48747.73,Client Payment,income,marketing
2025-08-04,38767.68,Office Supplies,expense,maintenance
2025-08-12,2113.28,Product Sale,income,operations
2025-07-16,27083.09,Office Supplies,income,sales
2025-11-15,30789.24,Consulting Fee,expense,operations
2025-11-22,16797.91,Client Payment,income,sales
2026-01-06,7103.59,Office Supplies,income,sales
2025-12-09,14946.05,Maintenance Cost,income,travel
2025-12-20,39876.25,Software Subscription,expense,travel
2025-08-28,38330.68,Travel Expense,income,sales
2025-08-27,26289.15,Maintenance Cost,expense,utilities
2026-01-01,39130.98,Software Subscription,income,marketing
2025-08-25,20912.88,Software Subscription,expense,marketing
2025-12-11,10009.84,Utility Bill,expense,operations
2025-08-11,27353.71,Product Sale,income,training
2025-09-28,4723.11,Consulting Fee,expense,training
2025-09-21,27932.74,Marketing Expense,expense,maintenance
2025-08-23,36036.26,Maintenance Cost,income,sales
2026-01-07,38764.45,Office Supplies,expense,training
2025-11-20,16960.51,Software Subscription,income,utilities
2025-09-17,11180.77,Maintenance Cost,expense,maintenance
2025-11-22,24733.68,Training Income,expense,sales
2025-09-12,27256.87,Client Payment,expense,travel
2025-11-14,39496.59,Utility Bill,income,travel
2026-01-09,1925.66,Office Supplies,expense,marketing
2025-10-27,13336.48,Product Sale,expense,marketing
2025-07-10,31365.66,Client Payment,expense,sales
2026-01-13,33784.53,Travel Expense,income,travel
2025-07-30,7671.34,Training Income,expense,travel
2025-10-23,2819.85,Office Supplies,income,sales
2025-10-16,12530.6,Product Sale,income,maintenance
2025-10-11,27752.07,Utility Bill,expense,operations
2025-12-14,9701.31,Utility Bill,expense,maintenance
2025-07-18,35139.48,Marketing Expense,expense,maintenance
2025-11-26,25985.9,Software Subscription,income,software
2025-11-22,25106.7,Utility Bill,income,marketing
2025-09-28,18484.02,Office Supplies,expense,utilities
2025-12-06,22681.81,Software Subscription,income,travel
2025-10-04,1217.35,Maintenance Cost,expense,training
2025-10-26,39303.66,Maintenance Cost,income,sales
2025-12-24,12075.54,Maintenance Cost,expense,marketing
2025-10-04,31903.92,Utility Bill,expense,sales
2026-01-08,40227.34,Consulting Fee,expense,operations
2025-10-29,26146.66,Software Subscription,income,software
2026-01-10,12736.5,Maintenance Cost,expense,operations
2025-07-27,40595.49,Marketing Expense,income,utilities
2025-11-05,899.82,Software Subscription,expense,training
2025-07-09,1116.58,Consulting Fee,expense,operations
2025-09-16,46541.04,Training Income,income,travel
2025-07-28,7167.7,Maintenance Cost,income,marketing
2025-08-30,38080.65,Utility Bill,income,training
2025-09-11,37304.52,Utility Bill,income,maintenance
2025-08-11,28454.66,Marketing Expense,income,travel
2026-01-18,4804.64,Maintenance Cost,expense,travel
2025-11-12,27228.96,Maintenance Cost,expense,utilities
2025-08-08,4517.31,Product Sale,income,sales
2025-12-02,35824.46,Utility Bill,expense,utilities
2025-07-27,43997.53,Client Payment,expense,operations
2025-07-07,11494.35,Marketing Expense,expense,utilities
2026-01-03,5073.43,Utility Bill,income,utilities
2025-12-12,39312.49,Consulting Fee,income,sales
2025-12-31,37436.62,Travel Expense,expense,travel
2025-07-20,28066,Travel Expense,income,software
2025-10-11,40932.17,Travel Expense,income,software
2025-12-24,46631.51,Client Payment,income,training
2025-09-26,23267.75,Client Payment,income,software
2025-12-13,14985.84,Software Subscription,income,sales
2025-09-12,28692.1,Product Sale,income,sales
2025-12-18,1397.31,Software Subscription,income,software
2025-09-01,20439.75,Software Subscription,income,travel
2025-10-26,13816.29,Client Payment,expense,sales
2025-11-24,47602.6,Software Subscription,expense,sales
2025-08-08,14947.28,Utility Bill,expense,utilities
2025-11-12,30681.68,Travel Expense,income,marketing
2025-10-19,13169.35,Maintenance Cost,income,sales
2025-12-30,4673.52,Product Sale,expense,software
2025-12-30,5789.54,Office Supplies,income,utilities
2025-12-24,33478.41,Training Income,expense,travel
2025-07-15,23063.07,Travel Expense,expense,sales
2025-10-11,13492.69,Office Supplies,income,utilities
2025-10-30,2308.21,Maintenance Cost,expense,travel
2025-11-05,13040.72,Consulting Fee,income,training
2025-09-25,17268.64,Product Sale,income,travel
2025-11-07,43057.9,Travel Expense,expense,utilities
2025-07-07,1852.72,Training Income,income,marketing
2025-07-13,34030.46,Product Sale,expense,sales
2025-11-03,44948.11,Office Supplies,income,travel
2025-10-04,11210.21,Consulting Fee,expense,software
2025-12-11,37313.91,Utility Bill,expense,software
2025-09-23,49979.93,Marketing Expense,expense,software
2026-01-08,34551.8,Maintenance Cost,expense,marketing
2026-01-10,4836.81,Utility Bill,income,travel
2025-09-28,26528.49,Maintenance Cost,income,training
2025-07-11,24180.18,Utility Bill,expense,marketing
2026-01-14,9130.83,Marketing Expense,income,sales
2025-08-17,3274.55,Office Supplies,expense,software
2025-09-08,26923.67,Software Subscription,income,utilities
2025-10-14,3532.82,Office Supplies,income,marketing
2025-11-12,16870.88,Office Supplies,expense,utilities
2025-10-29,3256.52,Marketing Expense,income,sales
2025-11-16,42960.73,Client Payment,income,operations
2025-08-27,34956.49,Consulting Fee,expense,utilities
2025-08-24,13969.03,Travel Expense,expense,utilities
2025-11-01,27760.18,Marketing Expense,expense,software
2025-08-08,26791.89,Marketing Expense,expense,operations
2025-10-04,28026.96,Office Supplies,expense,marketing
2025-07-07,46751.73,Marketing Expense,expense,maintenance
2026-01-14,2344.43,Marketing Expense,expense,training
2025-11-27,24263.43,Marketing Expense,income,operations
2025-09-14,7221.97,Software Subscription,income,maintenance
2025-11-08,8645.46,Training Income,expense,maintenance
2025-12-09,35663.98,Maintenance Cost,expense,utilities
2025-12-28,26133.29,Maintenance Cost,income,sales
2025-09-24,11020.88,Training Income,expense,marketing
2025-07-31,46999.63,Utility Bill,expense,maintenance
2025-08-02,5249.19,Office Supplies,income,utilities
2025-12-19,40659.66,Maintenance Cost,expense,software
2025-09-24,1026.94,Training Income,expense,operations
2026-01-16,31288.73,Training Income,expense,operations
2025-07-31,9465.71,Software Subscription,expense,operations
2025-09-23,21667.28,Maintenance Cost,income,utilities
2025-10-04,16733.75,Utility Bill,income,sales
2025-10-11,26121.31,Maintenance Cost,income,sales
2025-10-06,30233.44,Marketing Expense,income,marketing
2025-12-16,29761.16,Utility Bill,expense,training
2025-12-16,24032.3,Consulting Fee,income,training
2025-10-21,37403.74,Office Supplies,expense,operations
2025-12-01,13977.59,Maintenance Cost,income,marketing
2025-11-29,10510.75,Software Subscription,expense,travel
2025-07-08,24923.87,Maintenance Cost,expense,software
2025-12-31,42960.44,Consulting Fee,income,training
2025-11-12,11898.24,Client Payment,expense,software
2025-09-13,29374.09,Product Sale,expense,software
2025-10-31,22863.09,Utility Bill,income,utilities
2025-12-23,9440.67,Travel Expense,expense,travel
2025-10-19,19165.17,Maintenance Cost,income,utilities
2025-12-31,10087.39,Maintenance Cost,expense,sales
2025-12-14,9590.14,Travel Expense,expense,travel
2025-07-05,5132.88,Travel Expense,income,maintenance
2025-09-28,39043.59,Utility Bill,income,operations
2025-07-18,44988.49,Consulting Fee,income,software
2025-08-02,30978.42,Training Income,income,travel
2025-12-02,10150.47,Maintenance Cost,expense,software
2025-11-13,47710.48,Maintenance Cost,expense,marketing
2025-08-19,14116.51,Marketing Expense,income,training
2025-12-31,4493.29,Office Supplies,expense,sales
2025-10-11,11926.74,Marketing Expense,expense,training
2025-08-10,35496.41,Maintenance Cost,income,operations
2025-12-24,5350.3,Maintenance Cost,expense,operations
2025-08-25,7284.09,Training Income,expense,maintenance
2025-12-12,29386.31,Training Income,income,utilities
2025-08-27,18454.5,Client Payment,income,sales
2026-01-09,19401.06,Marketing Expense,expense,maintenance
2025-09-25,11311.1,Office Supplies,income,software
2025-12-14,26448.39,Marketing Expense,expense,utilities
2025-07-12,14639.99,Maintenance Cost,expense,software
2025-07-15,22622.02,Office Supplies,expense,sales
2025-12-17,6149.86,Client Payment,expense,maintenance
2025-10-21,20971.64,Office Supplies,expense,sales
2025-08-23,20268.14,Consulting Fee,income,utilities
2026-01-06,48501.61,Software Subscription,expense,training
2026-01-03,12708.47,Software Subscription,expense,training
2025-08-24,40552.93,Utility Bill,expense,software
2025-12-02,41230.62,Utility Bill,expense,operations
2025-12-12,8130.13,Consulting Fee,expense,marketing
2025-07-11,3262.77,Software Subscription,expense,software
2025-08-24,23847.46,Consulting Fee,income,utilities
2025-09-10,44948.52,Client Payment,income,utilities
2025-08-17,28878.63,Marketing Expense,expense,sales
2025-09-21,41954.16,Utility Bill,expense,travel
2025-08-13,15627.11,Marketing Expense,income,sales
2025-10-06,40079.28,Software Subscription,expense,travel
2025-10-22,20951.94,Training Income,income,sales
2025-07-15,5278.39,Travel Expense,income,software
2025-08-26,21772.83,Utility Bill,income,marketing
2026-01-04,26931.95,Travel Expense,income,utilities
2025-10-08,29746.95,Travel Expense,income,utilities
2025-12-11,18216.61,Consulting Fee,income,maintenance
2025-12-26,10349.29,Travel Expense,income,sales
2026-01-04,25326.38,Maintenance Cost,income,travel
2025-11-28,48793.24,Client Payment,expense,maintenance
2026-01-01,37356.47,Training Income,income,travel
2025-09-27,40918.03,Product Sale,expense,software
2025-10-08,12620.98,Maintenance Cost,expense,maintenance
2025-12-02,21093.81,Marketing Expense,expense,travel
2025-11-21,12259.87,Software Subscription,expense,maintenance
2025-11-21,2055.91,Office Supplies,income,travel
2025-12-28,18955.32,Marketing Expense,expense,sales
2025-07-10,34134.37,Maintenance Cost,income,sales
2025-12-04,33023.99,Travel Expense,income,software
2025-12-11,6214.94,Travel Expense,income,training
2025-09-25,16887.47,Client Payment,income,marketing
2025-10-03,27263.6,Product Sale,income,maintenance
2025-11-04,24315.36,Travel Expense,expense,sales
2025-08-28,49573.52,Training Income,expense,marketing
2025-09-18,44506.67,Software Subscription,income,operations
2025-08-10,22565.45,Software Subscription,expense,sales
2025-10-05,22059.9,Travel Expense,income,marketing
2025-11-10,44817.12,Travel Expense,income,travel
2026-01-16,7274.12,Marketing Expense,income,software
2025-10-07,14438.87,Consulting Fee,income,software
2025-11-27,5479.51,Client Payment,income,training
2025-09-27,39329.82,Marketing Expense,expense,maintenance
2026-01-06,11175.32,Client Payment,expense,sales
2025-08-17,14083.36,Consulting Fee,income,sales
2025-12-24,31695.31,Utility Bill,income,operations
2025-12-27,37421.47,Client Payment,income,software
2026-01-09,29106.31,Product Sale,income,travel
2025-10-24,41224.46,Marketing Expense,income,software
2025-09-11,41442.11,Software Subscription,expense,travel
2025-09-01,40543.2,Marketing Expense,expense,software
2025-09-22,21042.52,Software Subscription,expense,maintenance
2025-10-05,42997.58,Office Supplies,expense,software
2025-09-17,6448.71,Maintenance Cost,expense,operations
2025-09-21,14011.67,Travel Expense,income,sales
2025-07-12,43166.11,Marketing Expense,expense,maintenance
2025-07-21,15993.4,Utility Bill,expense,operations
2025-09-10,15540.65,Travel Expense,income,utilities
2025-10-31,20569.54,Software Subscription,income,utilities
2026-01-01,25199.87,Travel Expense,expense,marketing
2025-08-16,14065.27,Office Supplies,expense,marketing
2025-09-16,30185.06,Training Income,income,marketing
2025-12-28,29932.1,Training Income,expense,sales
2025-09-06,3080.83,Product Sale,income,marketing
2025-09-21,7143.57,Marketing Expense,income,marketing
2025-07-12,23692.38,Travel Expense,income,utilities
2025-07-09,5032.83,Consulting Fee,income,maintenance
2025-11-13,19127.93,Software Subscription,income,maintenance
2025-07-05,4615.48,Office Supplies,expense,maintenance
2025-08-24,7619.73,Software Subscription,expense,training
2025-09-14,31756.28,Software Subscription,income,marketing
2025-07-18,45142.15,Utility Bill,income,travel
2025-09-07,2660.38,Product Sale,income,maintenance
2025-07-14,31535.73,Marketing Expense,income,travel
2025-09-16,1829.47,Product Sale,expense,marketing
2025-09-10,23853.85,Software Subscription,expense,travel
2025-09-25,10326.3,Product Sale,income,travel
2025-12-02,432.59,Product Sale,expense,marketing
2025-11-13,27527.31,Client Payment,income,maintenance
2025-10-20,32528.63,Maintenance Cost,income,training
2025-12-03,8072.95,Training Income,expense,sales
2025-10-13,601.66,Office Supplies,expense,sales
2025-08-12,35923.92,Office Supplies,income,operations
2025-10-28,39482.06,Client Payment,expense,marketing
2025-09-11,37786.36,Training Income,income,sales
2025-07-15,29377.67,Utility Bill,expense,utilities
2025-09-22,8083.35,Marketing Expense,expense,maintenance
2025-12-20,36843.68,Maintenance Cost,income,operations
2025-07-25,34980.84,Client Payment,expense,operations
2025-08-15,15583.88,Utility Bill,expense,utilities
2025-07-10,11951.53,Product Sale,income,training
2025-07-28,27809.68,Marketing Expense,expense,travel
2025-12-31,38657.28,Product Sale,income,sales
2025-10-07,23112.68,Utility Bill,expense,operations
2025-10-01,20482.86,Marketing Expense,income,operations
2025-12-28,35976.73,Travel Expense,expense,maintenance
2025-11-23,41451.97,Travel Expense,expense,utilities
2026-01-10,11126.06,Client Payment,expense,operations
2025-08-26,7192.27,Travel Expense,income,utilities
2025-07-31,14618.74,Software Subscription,expense,utilities
2025-11-24,13672.31,Software Subscription,expense,utilities
2025-10-14,40255.89,Consulting Fee,income,maintenance
2025-09-28,32940.84,Training Income,expense,maintenance
2025-10-24,49997.23,Utility Bill,income,utilities
2025-12-24,24950.33,Maintenance Cost,expense,marketing
2025-11-26,27072.37,Training Income,income,travel
2025-12-18,26821.45,Software Subscription,income,training
2025-07-26,661.87,Office Supplies,income,travel
2025-10-11,4815.66,Utility Bill,income,training
2025-08-22,29702.36,Office Supplies,expense,travel
2025-11-08,13205.88,Product Sale,expense,travel
2025-07-29,48327.18,Marketing Expense,income,operations
2025-12-26,9747.58,Training Income,expense,software
2025-12-14,25533.41,Utility Bill,expense,travel
2025-12-13,4026.42,Maintenance Cost,expense,utilities
2025-12-01,49901.69,Software Subscription,expense,operations
